4000|4002|bct|road|ta|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|b|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|bb|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|ba|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|l|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|lb|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|la|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|r|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|rb|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|ra|4000x4002|x=4000&y=4002&re=bct
4000|4002|bct|road|h|4000x4002|x=4000&y=4002&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|107,37,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,140,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,140,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,140,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,140,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,140,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|81,59,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|0,0,50,70|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|hill|48,118,-1,-1|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|t|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|tb|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|ta|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|b|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|bb|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|ba|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|l|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|lb|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|la|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|r|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|rb|4001x3998|x=4001&y=3998&re=bct
4001|3998|bct|road|ra|4001x3998|x=4001&y=3998&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|47,93,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|57,57,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,140,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|74,66,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|0,0,50,70|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|hill|67,67,-2,-2|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|t|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|tb|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|ta|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|b|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|bb|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|ba|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|l|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|lb|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|la|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|r|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|rb|4001x3999|x=4001&y=3999&re=bct
4001|3999|bct|road|ra|4001x3999|x=4001&y=3999&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|0,0,50,70|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|hill|103,33,5,5|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|river|v|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|t|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|tb|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|ta|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|b|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|bb|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|ba|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|l|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|lb|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|la|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|r|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|rb|4001x4000|x=4001&y=4000&re=bct
4001|4000|bct|road|ra|4001x4000|x=4001&y=4000&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|37,107,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,140,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
4001|4001|bct|hill|0,0,50,70|4001x4001|x=4001&y=4001&re=bct
